category,assumptions,t0,t1,0,1
2.0,\textrm{wahr},"\left( -5\,o-4 = -4\right) \vee \left( -4\,o-5 = 5\right)","\left( -5\,o = -1\right) \vee \left( -4\,o = 1\,o\right)",,
2.0,\textrm{wahr},"\left( -5\,o = -1\right) \vee \left( -4\,o = 1\,o\right)","\left( o = 1\right) \vee \left( o = -\frac{1\,o}{4}\right)",,
2.0,\textrm{wahr},"\left( 5\,g = -1\right) \vee \left( -3\,g = 6\right)",\left( g = -5\right) \vee \left( -g = \frac{6}{3}\right),,
2.0,\textrm{wahr},\left( g = -\frac{1}{5}\right) \vee \left( -g = \frac{6}{3}\right),\left( g = -5\right) \vee \left( g = -\frac{6}{3}\right),,
2.0,\textrm{wahr},\left( l + 2\right)^{2} = 21,\left( l + 2 = -\sqrt{2} \cdot 1\right) \vee \left( l + 2 = \sqrt{2} \cdot 1\right),,
2.0,y\neq 0,x^{2} = \frac{3}{y}-7,x = \sqrt{\frac{3}{y}-7},,
2.0,y\neq 0,x^{2} = \frac{3}{y}-7,x\ge \sqrt{\frac{3}{y}-7},,
2.0,\left( \left( \left( A = \left( \begin{array}{cc}-2.349857355029647& -1.9734742461652068\\5.158901653501179& 1.1711178007343719\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-0.13856302452875724& -0.549624401606283\\4.352547406376331& 1.1771901845952124\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.9722678097640625& -2.1663948145300056\\3.011369964499135& -4.599694801719668\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.1811637391811131& -1.7894686711814884\\-0.3471653560438986& 2.950008870299344\end{array} \right)\right),"A\,X = C-B","x = A^{-1}\,(C-B)",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.438179391497214& 4.045290048284654\\5.7794704226699345& 1.9178948053090057\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.7247276750418905& -2.457812818174427\\-2.0903836906119766& -4.864445629603592\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-3.513076283848707& -2.5044007183759396\\0.4730681797368437& 0.5772411184753476\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.0653884599319774& 0.02885821898994428\\-0.1957099365223103& 0.05683804336376761\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-1}\,(B^{-T}-3\,X) = C^{T}\,X","-3\,X\,A^{-1}-A^{-1}\,B^{-T} = C^{T}\,X",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.438179391497214& 4.045290048284654\\5.7794704226699345& 1.9178948053090057\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.7247276750418905& -2.457812818174427\\-2.0903836906119766& -4.864445629603592\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-3.513076283848707& -2.5044007183759396\\0.4730681797368437& 0.5772411184753476\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.0653884599319774& 0.02885821898994428\\-0.1957099365223103& 0.05683804336376761\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"A^{-1}\,(B^{-T}-3\,X) = C^{T}\,X","B^{-T}-3\,X = C^{T}\,X\,A",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.438179391497214& 4.045290048284654\\5.7794704226699345& 1.9178948053090057\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.7247276750418905& -2.457812818174427\\-2.0903836906119766& -4.864445629603592\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-3.513076283848707& -2.5044007183759396\\0.4730681797368437& 0.5772411184753476\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.0653884599319774& 0.02885821898994428\\-0.1957099365223103& 0.05683804336376761\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"-3\,X-C^{T}\,X = A-B^{-T}","X\,(-3-C\,T) = A-B^{-T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.438179391497214& 4.045290048284654\\5.7794704226699345& 1.9178948053090057\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.7247276750418905& -2.457812818174427\\-2.0903836906119766& -4.864445629603592\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-3.513076283848707& -2.5044007183759396\\0.4730681797368437& 0.5772411184753476\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.0653884599319774& 0.02885821898994428\\-0.1957099365223103& 0.05683804336376761\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{-T}-3\,X = C^{T}\,X\,A","-3\,X-C^{T}\,X = A-B^{-T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.438179391497214& 4.045290048284654\\5.7794704226699345& 1.9178948053090057\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.7247276750418905& -2.457812818174427\\-2.0903836906119766& -4.864445629603592\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-3.513076283848707& -2.5044007183759396\\0.4730681797368437& 0.5772411184753476\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-0.0653884599319774& 0.02885821898994428\\-0.1957099365223103& 0.05683804336376761\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"X\,(-3-C\,T) = A-B^{-T}","X = A-B^{-T}\,\left( -3-C\,T\right)^{-1}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-0.9038059806059717& 4.693858477717127\\2.315399154108925& 1.2798197603308372\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.265883742748133& 3.3741072971645245\\3.806264155314274& 4.240762528137944\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}4.365075677397128& 4.391340373594307\\5.325074454212171& 5.08340525143657\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.32163135421934& -5.336700755415875\\-1.324431089710446& 1.3857494985044243\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{-T} + 4\,X = A\,C^{-T}","4\,X = B^{T}\,A\,C^{-T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-0.9038059806059717& 4.693858477717127\\2.315399154108925& 1.2798197603308372\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.265883742748133& 3.3741072971645245\\3.806264155314274& 4.240762528137944\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}4.365075677397128& 4.391340373594307\\5.325074454212171& 5.08340525143657\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.32163135421934& -5.336700755415875\\-1.324431089710446& 1.3857494985044243\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"4\,X = B^{T}\,A\,C^{-T}","X = \frac{B^{T}\,A\,C^{-T}}{4}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-0.9038059806059717& 4.693858477717127\\2.315399154108925& 1.2798197603308372\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.265883742748133& 3.3741072971645245\\3.806264155314274& 4.240762528137944\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}4.365075677397128& 4.391340373594307\\5.325074454212171& 5.08340525143657\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.32163135421934& -5.336700755415875\\-1.324431089710446& 1.3857494985044243\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{-T} + 4\,X = A\,C^{-T}","4\,X = B^{-T}\,A\,C^{-T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-0.9038059806059717& 4.693858477717127\\2.315399154108925& 1.2798197603308372\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.265883742748133& 3.3741072971645245\\3.806264155314274& 4.240762528137944\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}4.365075677397128& 4.391340373594307\\5.325074454212171& 5.08340525143657\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.32163135421934& -5.336700755415875\\-1.324431089710446& 1.3857494985044243\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"4\,X = B^{-T}\,A\,C^{-T}","X = \frac{B^{T}\,A\,C^{-T}}{4}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-0.9038059806059717& 4.693858477717127\\2.315399154108925& 1.2798197603308372\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.265883742748133& 3.3741072971645245\\3.806264155314274& 4.240762528137944\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}4.365075677397128& 4.391340373594307\\5.325074454212171& 5.08340525143657\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.32163135421934& -5.336700755415875\\-1.324431089710446& 1.3857494985044243\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"4\,X = -B^{-T} + A\,C^{-T}","X = \frac{B^{T}\,A\,C^{-T}}{4}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-0.9038059806059717& 4.693858477717127\\2.315399154108925& 1.2798197603308372\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-2.265883742748133& 3.3741072971645245\\3.806264155314274& 4.240762528137944\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}4.365075677397128& 4.391340373594307\\5.325074454212171& 5.08340525143657\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}5.32163135421934& -5.336700755415875\\-1.324431089710446& 1.3857494985044243\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"4\,X = -B^{-T} + A\,C^{-T}","X = -B^{-T} + \frac{A\,C^{-T}}{4}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}1.2417059509635928& 2.0742661020600464\\-4.918302274674511& 0.8504145504972742\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}-0.2782804336481579& 1.588551191593159\\0.9118750319730129& 3.104258232204593\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}-1.0370234330665338& -0.3113694384232346\\3.40770765410101& 4.294627153100084\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}0.07127935285686807& -0.35122781718629825\\-0.6827163289230388& -1.627808056435814\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T} + 2\,X = A^{-T}\,C^{-T}","X = \frac{-B^{T}\,A^{-T}\,C^{-T}}{2}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}4.800582781161744& -4.8444964435388265\\-2.4832917802068746& -0.45634898754509035\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.844267343595181& 2.506842377246832\\-2.874434618826099& -0.5971879518599268\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.22471293905569567& 3.706947832648945\\3.8333169498702606& -0.4833925105156336\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-4.189478939976283& -0.7087784323690887\\5.313626679172027& -2.520398649620732\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{-T} + 4\,X = C\,A^{T}","4\,X = B^{-T}-C\,A^{T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}4.800582781161744& -4.8444964435388265\\-2.4832917802068746& -0.45634898754509035\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.844267343595181& 2.506842377246832\\-2.874434618826099& -0.5971879518599268\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.22471293905569567& 3.706947832648945\\3.8333169498702606& -0.4833925105156336\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-4.189478939976283& -0.7087784323690887\\5.313626679172027& -2.520398649620732\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"4\,X = B^{-T}-C\,A^{T}","X = \frac{B^{-T}\,C\,A^{T}}{4}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}4.800582781161744& -4.8444964435388265\\-2.4832917802068746& -0.45634898754509035\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.844267343595181& 2.506842377246832\\-2.874434618826099& -0.5971879518599268\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.22471293905569567& 3.706947832648945\\3.8333169498702606& -0.4833925105156336\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-4.189478939976283& -0.7087784323690887\\5.313626679172027& -2.520398649620732\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{-T} + 4\,X = C\,A^{T}","4\,X = B^{-T} + C\,A^{T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}4.800582781161744& -4.8444964435388265\\-2.4832917802068746& -0.45634898754509035\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.844267343595181& 2.506842377246832\\-2.874434618826099& -0.5971879518599268\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.22471293905569567& 3.706947832648945\\3.8333169498702606& -0.4833925105156336\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-4.189478939976283& -0.7087784323690887\\5.313626679172027& -2.520398649620732\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"4\,X = B^{-T} + C\,A^{T}","X = \frac{B^{-T}\,C\,A^{T}}{4}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}4.800582781161744& -4.8444964435388265\\-2.4832917802068746& -0.45634898754509035\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}3.844267343595181& 2.506842377246832\\-2.874434618826099& -0.5971879518599268\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}0.22471293905569567& 3.706947832648945\\3.8333169498702606& -0.4833925105156336\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}-4.189478939976283& -0.7087784323690887\\5.313626679172027& -2.520398649620732\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"4\,X = C\,A^{T}-B^{-T}","X = \frac{B^{-T}\,C\,A^{T}}{4}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T}-3\,X = A^{-T}\,C^{-1}\,X","B^{T}-3\,X\,C^{+1}\,X = A^{-T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T}-3\,X = A^{-T}\,C^{-1}\,X","B^{T}-3\,X\,C^{1}\,X = A^{-T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T}-3\,X = A^{-T}\,C^{-1}\,X","(B^{T}-3\,X)\,C^{1}\,X = A^{-T}",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T} = A^{-T}\,C^{-1}\,X + 3\,X","A^{-T}\,B^{T} = C^{-1}\,X + 3\,X",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T} = A^{-T}\,C^{-1}\,X + 3\,X","A^{T}\,B^{T} = C^{-1}\,X + 3\,X",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T} = A^{-T}\,C^{-1}\,X + 3\,X","B^{T}\,A^{T} = C^{-1}\,X + 3\,X",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T} = A^{-T}\,C^{-1}\,X + 3\,X","B^{T}\,C^{1} = A^{-T}\,X + 3\,X",,
2.0,\left( \left( \left( \left( A = \left( \begin{array}{cc}-4.925916328303854& -4.561278637420266\\4.3993753529214334& 1.7513876944173647\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.602920191285387& -2.626563211787219\\-0.9043207771356379& 4.89949252775247\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}2.7684031532988893& -0.15964010725591127\\-4.329564731640553& 5.48868788811842\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.8814699248253206& -0.2663567903924885\\-0.9132221950493501& 1.6786839615768914\end{array} \right)\right)\right) \wedge \left( I = \left( \begin{array}{cc}1& 0\\0& 1\end{array} \right)\right),"B^{T}-3\,X = A^{-T}\,C^{-1}\,X","B^{T}\,A^{T} = C^{-1}\,X + 3\,X",,
2.0,\textrm{wahr},"5\,\tan{\left(2\,x-1\right)} = 1","2\,x-1 = \frac{5\,\pi}{4} + k\,\pi",,
2.0,\textrm{wahr},"5\,\tan{\left(2\,x-1\right)} = 1","10\,x-1 = \frac{\pi}{4} + k\,\pi",,
2.0,\left( \left( \left( A = \left( \begin{array}{cc}-2.1869327619736785& 2.551247267281176\\4.75875368693878& -1.871458166353058\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.543390063883622& 5.331948281746554\\-3.3572091185384116& 0.41926913697690793\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}1.2475587481302757& 0.11367988869390899\\5.044765351137322& 1.4660542037775226\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.6645177533946285& -0.8816053413695977\\-0.25698916619184375& -2.801092661175286\end{array} \right)\right),"A\,X + B = C","A\,X = X-B",,
2.0,\left( \left( \left( A = \left( \begin{array}{cc}-2.1869327619736785& 2.551247267281176\\4.75875368693878& -1.871458166353058\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.543390063883622& 5.331948281746554\\-3.3572091185384116& 0.41926913697690793\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}1.2475587481302757& 0.11367988869390899\\5.044765351137322& 1.4660542037775226\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.6645177533946285& -0.8816053413695977\\-0.25698916619184375& -2.801092661175286\end{array} \right)\right),"A\,X = X-B","X = A^{-1}\,(C-B)",,
2.0,\left( \left( \left( A = \left( \begin{array}{cc}-2.1869327619736785& 2.551247267281176\\4.75875368693878& -1.871458166353058\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.543390063883622& 5.331948281746554\\-3.3572091185384116& 0.41926913697690793\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}1.2475587481302757& 0.11367988869390899\\5.044765351137322& 1.4660542037775226\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.6645177533946285& -0.8816053413695977\\-0.25698916619184375& -2.801092661175286\end{array} \right)\right),"A\,X + B = C","A\,X = C-B \cdot .",,
2.0,\left( \left( \left( A = \left( \begin{array}{cc}-2.1869327619736785& 2.551247267281176\\4.75875368693878& -1.871458166353058\end{array} \right)\right) \wedge \left( B = \left( \begin{array}{cc}5.543390063883622& 5.331948281746554\\-3.3572091185384116& 0.41926913697690793\end{array} \right)\right)\right) \wedge \left( C = \left( \begin{array}{cc}1.2475587481302757& 0.11367988869390899\\5.044765351137322& 1.4660542037775226\end{array} \right)\right)\right) \wedge \left( X = \left( \begin{array}{cc}1.6645177533946285& -0.8816053413695977\\-0.25698916619184375& -2.801092661175286\end{array} \right)\right),"A\,X = C-B \cdot .","X = A^{-1}\,(C-B)",,
