,category,labels_dbscan,labels_kmeans,labels_agglo,processed_t0,processed_t1,t0,t1,assumptions
816,2,2,3,4,\sqrt{\left( z + \frac{z}{2}\right)^{2}} = \sqrt{\left( \frac{z}{2}\right)^{2}-y},\left( z + \frac{z}{2} = +\sqrt{\frac{z}{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\frac{z}{2}-y}\right),\sqrt{\left( x + \frac{p}{2}\right)^{2}} = \sqrt{\left( \frac{p}{2}\right)^{2}-q},\left( x + \frac{p}{2} = +\sqrt{\frac{p}{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\frac{p}{2}-q}\right),q < \frac{p^{2}}{4}
817,2,2,3,4,\sqrt{\left( z + \frac{z}{2}\right)^{2}} = \sqrt{\left( \frac{z}{2}\right)^{2}-y},\left( z + \frac{z}{2} = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\sqrt{\left( x + \frac{p}{2}\right)^{2}} = \sqrt{\left( \frac{p}{2}\right)^{2}-q},\left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
818,2,2,3,4,\sqrt{\left( z + \frac{z}{2}\right)^{2}} = \sqrt{\left( \frac{z}{2}\right)^{2}-y},\left( -(z + \frac{z}{2}) = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( -(z + \frac{z}{2}) = -\sqrt{\frac{z}{2}-y}\right),\sqrt{\left( x + \frac{p}{2}\right)^{2}} = \sqrt{\left( \frac{p}{2}\right)^{2}-q},\left( -(x + \frac{p}{2}) = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( -(x + \frac{p}{2}) = -\sqrt{\frac{p}{2}-q}\right),q < \frac{p^{2}}{4}
819,2,2,3,4,\left( z + \frac{z}{2} = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left( z = -\frac{z}{2} + \sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z = -\frac{z}{2}-\sqrt{\frac{z}{2}-y^{2}}\right),\left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),\left( x = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x = -\frac{p}{2}-\sqrt{\frac{p}{2}-q^{2}}\right),q < \frac{p^{2}}{4}
820,2,2,3,4,\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,\left|\left( z + \frac{z}{2}\right)^{2}\right|  = \sqrt{\left( \frac{z}{2}\right)^{2}-y},\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,\left|\left( x + \frac{p}{2}\right)^{2}\right|  = \sqrt{\left( \frac{p}{2}\right)^{2}-q},q < \frac{p^{2}}{4}
821,2,2,3,4,\left|\left( z + \frac{z}{2}\right)^{2}\right|  = \sqrt{\left( \frac{z}{2}\right)^{2}-y},\left( z + \frac{z}{2} = +\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right) \vee \left( z + \frac{z}{2} = -\sqrt{\left( \frac{z}{2}\right)^{2}-y}\right),\left|\left( x + \frac{p}{2}\right)^{2}\right|  = \sqrt{\left( \frac{p}{2}\right)^{2}-q},\left( x + \frac{p}{2} = +\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x + \frac{p}{2} = -\sqrt{\left( \frac{p}{2}\right)^{2}-q}\right),q < \frac{p^{2}}{4}
822,2,-1,7,2,\left( x + 3 = \sqrt{1}\right) \vee \left( x + 3 = -\sqrt{1}\right),"\left( x = -3\,\sqrt{1}\right) \vee \left( x = -3-\sqrt{1}\right)",\left( l + 3 = \sqrt{1}\right) \vee \left( l + 3 = -\sqrt{1}\right),"\left( l = -3\,\sqrt{1}\right) \vee \left( l = -3-\sqrt{1}\right)",\textrm{wahr}
823,2,0,2,7,-\frac{5}{x-1} + \frac{2}{x-3} = 0,\frac{2}{x-2} = \frac{5}{x-3},-\frac{5}{x-1} + \frac{2}{x-3} = 0,\frac{2}{x-2} = \frac{5}{x-3},\left( x\neq 1\right) \wedge \left( x\neq 3\right)
824,2,0,5,2,"-5\,x + 2 = 5\,x-2\,y","-10\,x = -4","-5\,a + 2 = 5\,a-2\,s","-10\,a = -4",\textrm{wahr}
825,2,-1,5,2,"-10\,x = -4",x = 2_{&#39;} \cdot 5,"-10\,a = -4",a = 2_{&#39;} \cdot 5,\textrm{wahr}
826,2,15,1,1,"(1 + y)\,y = 2",y = \frac{2}{1 + y},"(1 + a)\,x = 2",x = \frac{2}{1 + a},a\ge -1
827,2,0,1,1,"4\,y = -6\,x-3","\frac{4\,x}{4} = -\frac{6}{4}-\frac{3}{4}","4\,w = -6\,l-3","\frac{4\,w}{4} = -\frac{6}{4}-\frac{3}{4}",\textrm{wahr}
828,2,0,1,1,"\frac{4\,y}{4} = -\frac{6\,x}{4}-\frac{3}{4}",x = -2,"\frac{4\,w}{4} = -\frac{6\,l}{4}-\frac{3}{4}",w = -2,\textrm{wahr}
829,2,0,2,7,\frac{2}{x-3} + \frac{4}{x + 2} = 0,"2 + 4 = x^{2}-1\,x-6",\frac{2}{x-3} + \frac{4}{x + 2} = 0,"2 + 4 = x^{2}-1\,x-6",\left( x\neq 3\right) \wedge \left( x\neq -2\right)
830,2,-1,7,0,"x^{2}-1\,x-12 = 0","x__vec(1,2) = -\frac{-1}{2} + \sqrt{\left( \frac{-1}{2}\right)^{2} + \left(-12\right)}","x^{2}-1\,x-12 = 0","x__vec(1,2) = -\frac{-1}{2} + \sqrt{\left( \frac{-1}{2}\right)^{2} + \left(-12\right)}",\left( x\neq 3\right) \wedge \left( x\neq -2\right)
831,2,0,2,7,\frac{2}{x-3} + \frac{4}{x + 2} = 0,"2 + 4 = x^{2} + 2\,x-3\,x-6",\frac{2}{x-3} + \frac{4}{x + 2} = 0,"2 + 4 = x^{2} + 2\,x-3\,x-6",\left( x\neq 3\right) \wedge \left( x\neq -2\right)
832,2,-1,7,0,6 = x^{2}-x-6,"x__vec(1,2) = -\frac{-1}{2} + \sqrt{\left( \frac{-1}{2}\right)^{2} + \left(-12\right)}",6 = x^{2}-x-6,"x__vec(1,2) = -\frac{-1}{2} + \sqrt{\left( \frac{-1}{2}\right)^{2} + \left(-12\right)}",\left( x\neq 3\right) \wedge \left( x\neq -2\right)
833,2,0,5,2,"\left( 4\,x + 5 = 11\right) \vee \left( 4\,x + 5 = -11\right)","\left( 4\,x = 8\right) \vee \left( 4\,x = -16\right)","\left( 4\,z + 5 = 11\right) \vee \left( 4\,z + 5 = -11\right)","\left( 4\,z = 8\right) \vee \left( 4\,z = -16\right)",\textrm{wahr}
834,2,-1,1,1,x = \frac{9}{7},\mathbb{X} = \left\{9 : 7\right\},w = \frac{9}{7},\mathbb{L} = \left\{9 : 7\right\},\textrm{wahr}
835,2,0,1,1,"y\,(1-4\,y) = -3","y = \frac{-3}{1-4\,y}","x\,(1-4\,a) = -3","x = \frac{-3}{1-4\,a}",\textrm{wahr}
836,2,0,1,1,"y = \frac{-3}{1-4\,y}","\left( 1-4\,x = 0\right) \vee \left( 1-4\,x\neq 0\right)","x = \frac{-3}{1-4\,a}","\left( 1-4\,a = 0\right) \vee \left( 1-4\,a\neq 0\right)",\textrm{wahr}
837,2,0,1,1,"\left( 1-4\,x = 0\right) \vee \left( 1-4\,x\neq 0\right)",\left( x = \frac{1}{4}\right) \vee \left( x\neq \frac{1}{4}\right),"\left( 1-4\,a = 0\right) \vee \left( 1-4\,a\neq 0\right)",\left( a = \frac{1}{4}\right) \vee \left( a\neq \frac{1}{4}\right),\textrm{wahr}
838,2,0,4,6,"x^{2}-4 = -3\,x",x-4 = -3,"u^{2}-4 = -3\,u",u-4 = -3,\textrm{wahr}
839,2,-1,4,0,"x^{2} + 3\,x = 4","x + \sqrt{3\,x} = 2","u^{2} + 3\,u = 4","u + \sqrt{3\,u} = 2",\textrm{wahr}
840,2,0,5,2,"2\,y\,(y-1) = -5","2\,y = \frac{-5}{y-1}","2\,x\,(a-1) = -5","2\,x = \frac{-5}{a-1}",a = 1
841,2,0,5,2,"2\,y = \frac{-5}{y-1}","y = \frac{-5}{2\,(y-1)}","2\,x = \frac{-5}{a-1}","x = \frac{-5}{2\,(a-1)}",a = 1
842,2,-1,0,3,\left|x + 3\right|  < 2,x + 3 < 2,\left|x + 3\right|  < 2,x + 3 < 2,\textrm{wahr}
843,2,-1,0,3,\left|x + 3\right|  < 2,-(x + 3) < 2,\left|x + 3\right|  < 2,-(x + 3) < 2,\textrm{wahr}
844,2,0,5,2,"2\,y = \frac{-5}{y-1}","y = \frac{-5}{y-1}\,\frac{1}{2}","2\,x = \frac{-5}{a-1}","x = \frac{-5}{a-1}\,\frac{1}{2}",a = 1
845,2,17,7,0,"x^{2}-\frac{6}{9}\,x-\frac{3}{9} = 0",\left( x = \frac{1}{3}-\sqrt{-\frac{1}{3} + \frac{3}{9}}\right) \vee \left( x = \frac{1}{3} + \sqrt{-\frac{1}{3} + \frac{3}{9}}\right),"v^{2}-\frac{6}{9}\,v-\frac{3}{9} = 0",\left( v = \frac{1}{3}-\sqrt{-\frac{1}{3} + \frac{3}{9}}\right) \vee \left( v = \frac{1}{3} + \sqrt{-\frac{1}{3} + \frac{3}{9}}\right),\textrm{wahr}
846,2,0,7,0,\left( x = \frac{1}{3}-\sqrt{-\frac{1}{3} + \frac{3}{9}}\right) \vee \left( x = \frac{1}{3} + \sqrt{-\frac{1}{3} + \frac{3}{9}}\right),\left( x = 1\right) \vee \left( x = -\frac{1}{3}\right),\left( v = \frac{1}{3}-\sqrt{-\frac{1}{3} + \frac{3}{9}}\right) \vee \left( v = \frac{1}{3} + \sqrt{-\frac{1}{3} + \frac{3}{9}}\right),\left( v = 1\right) \vee \left( v = -\frac{1}{3}\right),\textrm{wahr}
847,2,-1,7,0,\sqrt{9} = x,\sqrt{9} = -3,\sqrt{9} = x,\sqrt{9} = -3,\textrm{wahr}
848,2,2,3,4,z = -\frac{z}{2} + \sqrt{\left( \frac{z}{2}\right)^{2}-y},z = -\frac{z}{2}-\sqrt{\left( \frac{z}{2}\right)^{2}-y},x = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q},x = -\frac{p}{2}-\sqrt{\left( \frac{p}{2}\right)^{2}-q},q < \frac{p^{2}}{4}
849,2,-1,7,0,\left( x-2.5\right)^{2}-1.75 = 0,\left( x = 2\right) \vee \left( x = 3\right),\left( h-2.5\right)^{2}-1.75 = 0,\left( h = 2\right) \vee \left( h = 3\right),\textrm{wahr}
850,2,2,3,4,\left( z + \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,z + \frac{z}{2} = +(-\sqrt{\left( \frac{z}{2}\right)^{2}-y}),\left( x + \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,x + \frac{p}{2} = +(-\sqrt{\left( \frac{p}{2}\right)^{2}-q}),q < \frac{p^{2}}{4}
851,2,2,3,4,z + \frac{z}{2} = +(-\sqrt{\left( \frac{z}{2}\right)^{2}-y}),z = -\frac{z}{2} + \sqrt{\left( \frac{z}{2}\right)^{2}-y},x + \frac{p}{2} = +(-\sqrt{\left( \frac{p}{2}\right)^{2}-q}),x = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q},q < \frac{p^{2}}{4}
852,2,0,4,6,\left( x + 2\right)^{2} = 1,"X = \left\{-3,-1\right\}",\left( s + 2\right)^{2} = 1,"L = \left\{-3,-1\right\}",\textrm{wahr}
853,2,0,5,2,"-2\,x = -5\,y-3","-\frac{2\,x}{2} = -\frac{5}{2}-\frac{3}{2}","-2\,q = -5\,r-3","-\frac{2\,q}{2} = -\frac{5}{2}-\frac{3}{2}",\textrm{wahr}
854,2,-1,4,1,y^{2}-y-12 = y,"(x + 3)\,(x-4) = 0",x^{2}-x-12 = o,"(x + 3)\,(x-4) = 0",\textrm{wahr}
855,2,-1,4,1,x + 12 = x^{2},y^{2}-y-12 = y,x + 12 = x^{2},x^{2}-x-12 = o,\textrm{wahr}
856,2,2,3,4,\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,\left( \frac{z}{2}\right)^{2}-y = z + \left( \frac{z}{2}\right)^{2},\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,\left( \frac{p}{2}\right)^{2}-q = x + \left( \frac{p}{2}\right)^{2},q < \frac{p^{2}}{4}
857,2,2,3,4,\left( z + \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,z + \left( \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,\left( x + \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,x + \left( \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,q < \frac{p^{2}}{4}
858,2,2,3,4,z + \left( \frac{z}{2}\right)^{2} = \left( \frac{z}{2}\right)^{2}-y,\sqrt{\left( z + \frac{z}{2}\right)^{2}} = \sqrt{\left( \frac{z}{2}\right)^{2}-y},x + \left( \frac{p}{2}\right)^{2} = \left( \frac{p}{2}\right)^{2}-q,\sqrt{\left( x + \frac{p}{2}\right)^{2}} = \sqrt{\left( \frac{p}{2}\right)^{2}-q},q < \frac{p^{2}}{4}
859,2,2,3,4,\sqrt{\left( z + \frac{z}{2}\right)^{2}} = \sqrt{\left( \frac{z}{2}\right)^{2}-y},"\left( x_1 = -\frac{x}{2} + \sqrt{\left( \frac{x}{2}\right)^{2}-y}\right) \vee \left( x_2 = -\frac{x}{2}-\sqrt{\left( \frac{x}{2}\right)^{2}\,y}\right)",\sqrt{\left( x + \frac{p}{2}\right)^{2}} = \sqrt{\left( \frac{p}{2}\right)^{2}-q},"\left( x_1 = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x_2 = -\frac{p}{2}-\sqrt{\left( \frac{p}{2}\right)^{2}\,q}\right)",q < \frac{p^{2}}{4}
860,2,2,3,4,z + \frac{z}{2} = \sqrt{\left( \frac{z}{2}\right)^{2}-y},"\left( x_1 = -\frac{x}{2} + \sqrt{\left( \frac{x}{2}\right)^{2}-y}\right) \vee \left( x_2 = -\frac{x}{2}-\sqrt{\left( \frac{x}{2}\right)^{2}\,y}\right)",x + \frac{p}{2} = \sqrt{\left( \frac{p}{2}\right)^{2}-q},"\left( x_1 = -\frac{p}{2} + \sqrt{\left( \frac{p}{2}\right)^{2}-q}\right) \vee \left( x_2 = -\frac{p}{2}-\sqrt{\left( \frac{p}{2}\right)^{2}\,q}\right)",q < \frac{p^{2}}{4}
861,2,-1,1,1,\left( x-1\right)^{2} = 7,"z-1 = -\sqrt{7}\,m\,x\,y\,n\,z-1 = \sqrt{7}",\left( h-1\right)^{2} = 7,"h-1 = -\sqrt{7}\,o\,d\,e\,r\,h-1 = \sqrt{7}",\textrm{wahr}
862,2,-1,1,1,"z-1 = -\sqrt{7}\,m\,x\,y\,n\,z-1 = \sqrt{7}","z = 1-\sqrt{7}\,m\,x\,y\,n\,z = 1 + \sqrt{7}","h-1 = -\sqrt{7}\,o\,d\,e\,r\,h-1 = \sqrt{7}","h = 1-\sqrt{7}\,o\,d\,e\,r\,h = 1 + \sqrt{7}",\textrm{wahr}
863,2,-1,1,1,"z = 1-\sqrt{7}\,m\,x\,y\,n\,z = 1 + \sqrt{7}","\mathbb{X} = \left\{1-\sqrt{7},1 + \sqrt{7}\right\}","h = 1-\sqrt{7}\,o\,d\,e\,r\,h = 1 + \sqrt{7}","\mathbb{L} = \left\{1-\sqrt{7},1 + \sqrt{7}\right\}",\textrm{wahr}
864,2,0,4,0,"12\,x^{2} + 15\,x-4\,x-5 = 0","12\,x^{2}-11\,x-5 = 0","12\,d^{2} + 15\,d-4\,d-5 = 0","12\,d^{2}-11\,d-5 = 0",\textrm{wahr}
865,2,-1,4,2,"12\,x^{2}-11\,x-5 = 0",\left( x = 0\right) \vee \left( x = 5\right),"12\,d^{2}-11\,d-5 = 0",\left( d = 0\right) \vee \left( d = 5\right),\textrm{wahr}
866,2,-1,7,1,\left( x = 1-\sqrt{7}\right) \vee \left( x = 1 + \sqrt{7}\right),\mathbb{X} = \left\{1-\sqrt[1]{7} + \sqrt{7}\right\},\left( h = 1-\sqrt{7}\right) \vee \left( h = 1 + \sqrt{7}\right),\mathbb{L} = \left\{1-\sqrt[1]{7} + \sqrt{7}\right\},\textrm{wahr}
867,2,0,4,0,"12\,x^{2} + 15\,x-4\,x-5 = 0",\left( x = 0\right) \vee \left( x = \frac{1}{2}\right),"12\,d^{2} + 15\,d-4\,d-5 = 0",\left( d = 0\right) \vee \left( d = \frac{1}{2}\right),\textrm{wahr}
868,2,0,5,2,"\left( x = 0\right) \vee \left( 12\,x + 15-4-5 = 0\right)","12\,x = -6","\left( d = 0\right) \vee \left( 12\,d + 15-4-5 = 0\right)","12\,d = -6",\textrm{wahr}
869,2,0,4,0,"12\,x^{2} + 15\,x-4\,x-5 = 0","\left( x = 0\right) \vee \left( 12\,x + 15-4-5 = 0\right)","12\,d^{2} + 15\,d-4\,d-5 = 0","\left( d = 0\right) \vee \left( 12\,d + 15-4-5 = 0\right)",\textrm{wahr}
870,2,0,5,0,"12\,x^{2} + 15\,x-4\,x-5 = 0",\left( x = 0\right) \vee \left( x = -\frac{1}{2}\right),"12\,d^{2} + 15\,d-4\,d-5 = 0",\left( d = 0\right) \vee \left( d = -\frac{1}{2}\right),\textrm{wahr}
871,2,0,5,0,"(4\,x-5)\,(5\,x + 5) = 0","20\,x^{2}-25 = 0","(4\,k-5)\,(5\,k + 5) = 0","20\,k^{2}-25 = 0",\textrm{wahr}
872,2,-1,7,0,"20\,x^{2} = 25",\left( x = 0\right) \vee \left( x = \frac{25}{20}\right),"20\,k^{2} = 25",\left( k = 0\right) \vee \left( k = \frac{25}{20}\right),\textrm{wahr}
873,2,0,5,0,"20\,x^{2}-5\,x-25 = 0","\left( x = 0\right) \vee \left( 20\,x-30 = 0\right)","20\,k^{2}-5\,k-25 = 0","\left( k = 0\right) \vee \left( 20\,k-30 = 0\right)",\textrm{wahr}
874,2,18,5,0,"\left( x = 0\right) \vee \left( 20\,x-30 = 0\right)","20\,x = 30","\left( k = 0\right) \vee \left( 20\,k-30 = 0\right)","20\,k = 30",\textrm{wahr}
875,2,18,5,0,"x\,(20\,x-5)-25 = 0","\left( x = 0\right) \vee \left( 20\,x-30 = 0\right)","k\,(20\,k-5)-25 = 0","\left( k = 0\right) \vee \left( 20\,k-30 = 0\right)",\textrm{wahr}
876,2,18,5,0,"x\,(20\,x-5)-25 = 0","\left( k_1 = 0\right) \vee \left( 20\,x-30 = 0\right)","k\,(20\,k-5)-25 = 0","\left( k_1 = 0\right) \vee \left( 20\,k-30 = 0\right)",\textrm{wahr}
877,2,0,1,1,"-x + 2 = 2\,x-3\,y","2 + 3\,y = x","-l + 2 = 2\,l-3\,p","2 + 3\,p = l",\textrm{wahr}
878,2,-1,4,0,"x^{2}-4\,x + 2^{2}-2^{2}-5 = 0",\left( x + 2\right)^{2}-1 = 0,"b^{2}-4\,b + 2^{2}-2^{2}-5 = 0",\left( b + 2\right)^{2}-1 = 0,\textrm{wahr}
879,2,-1,0,3,"-9\,y > 3 + x",y < -3-\frac{x}{9},"-9\,c > 3 + b",c < -3-\frac{b}{9},\textrm{wahr}
880,2,0,0,3,"x + 3 > 2\,x + 4\,y","-x < 4\,y-3","a + 3 > 2\,a + 4\,m","-a < 4\,m-3",\textrm{wahr}
881,2,-1,4,0,"x^{2}-4\,x + 2^{2}-2^{2}-5 = 0",\left( x + 2\right)^{2}-9 = 0,"b^{2}-4\,b + 2^{2}-2^{2}-5 = 0",\left( b + 2\right)^{2}-9 = 0,\textrm{wahr}
882,2,-1,7,2,\left( x + 2 = -\sqrt{9}\right) \vee \left( x + 2 = \sqrt{9}\right),\left( x = 1\right) \vee \left( x = 1\right),\left( b + 2 = -\sqrt{9}\right) \vee \left( b + 2 = \sqrt{9}\right),\left( b = 1\right) \vee \left( b = 1\right),\textrm{wahr}
883,2,19,0,3,"2\,x + 3\ge 3\,x-y",3 + y\le x,"2\,r + 3\ge 3\,r-y",3 + y\le r,\textrm{wahr}
884,2,19,0,3,"2\,x + 3\ge 3\,x-y",-x\le -y-3,"2\,r + 3\ge 3\,r-y",-r\le -y-3,\textrm{wahr}
885,2,19,0,3,-x\le -y-3,x\le y + 3,-r\le -y-3,r\le y + 3,\textrm{wahr}
886,2,0,5,3,"4\,x > -5\,y-4","x < -\frac{5}{4}\,y-1","4\,n > -5\,t-4","n < -\frac{5}{4}\,t-1",\textrm{wahr}
887,2,0,0,3,"y-4 > -y + 3\,x","2\,y < 3\,x + 4","q-4 > -q + 3\,m","2\,q < 3\,m + 4",\textrm{wahr}
888,2,0,0,3,"2\,y < 3\,x + 4","y > \frac{3}{2}\,x + 2","2\,q < 3\,m + 4","q > \frac{3}{2}\,m + 2",\textrm{wahr}
889,2,2,3,4,"z^{2} + z\,z + \left( \frac{1}{2}\,z\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y = 0","\left( z + \left( \frac{1}{2}\,z\right)^{2}\right)^{2} = \left( \frac{1}{2}\,z\right)^{2}-y","x^{2} + p\,x + \left( \frac{1}{2}\,p\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q = 0","\left( x + \left( \frac{1}{2}\,p\right)^{2}\right)^{2} = \left( \frac{1}{2}\,p\right)^{2}-q",q < \frac{p^{2}}{4}
890,2,2,3,4,"z^{2} + z\,z + \left( \frac{1}{2}\,z\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y = 0","\left( z + \left( \frac{1}{2}\,z\right)^{2}\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y = 0","x^{2} + p\,x + \left( \frac{1}{2}\,p\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q = 0","\left( x + \left( \frac{1}{2}\,p\right)^{2}\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q = 0",q < \frac{p^{2}}{4}
891,2,2,3,4,"z^{2} + z\,z + \left( \frac{1}{2}\,z\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y = 0","z^{2} + z\,z + \left( \frac{1}{2}\,z\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y = \left( z + \left( \frac{1}{2}\,z\right)^{2}\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y","x^{2} + p\,x + \left( \frac{1}{2}\,p\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q = 0","x^{2} + p\,x + \left( \frac{1}{2}\,p\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q = \left( x + \left( \frac{1}{2}\,p\right)^{2}\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q",q < \frac{p^{2}}{4}
892,2,2,3,4,"z^{2} + z\,z + \left( \frac{1}{2}\,z\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y = \left( z + \left( \frac{1}{2}\,z\right)^{2}\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y","\left( z + \left( \frac{1}{2}\,z\right)^{2}\right)^{2}-\left( \frac{1}{2}\,z\right)^{2} + y = 0","x^{2} + p\,x + \left( \frac{1}{2}\,p\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q = \left( x + \left( \frac{1}{2}\,p\right)^{2}\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q","\left( x + \left( \frac{1}{2}\,p\right)^{2}\right)^{2}-\left( \frac{1}{2}\,p\right)^{2} + q = 0",q < \frac{p^{2}}{4}
893,2,0,1,1,"(1 + 4\,y)\,y = -7",0 = -7,"(1 + 4\,a)\,x = -7",0 = -7,\textrm{wahr}
894,2,0,1,1,"(1 + 4\,y)\,y = -7","y = \frac{-7}{1 + 4\,y}","(1 + 4\,a)\,x = -7","x = \frac{-7}{1 + 4\,a}",\textrm{wahr}
895,2,0,5,2,"y + 2 = -5-4\,y\,y","y + 4\,y\,y = -5-(-2)","x + 2 = -5-4\,a\,x","x + 4\,a\,x = -5-(-2)",\textrm{wahr}
896,2,0,1,1,"(1 + 4\,y)\,y = -7","y = -\frac{7}{1 + 4\,y}","(1 + 4\,a)\,x = -7","x = -\frac{7}{1 + 4\,a}",\textrm{wahr}
897,2,2,3,4,"z^{2} + z\,z + \left( \frac{z}{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0",\left( z + \left( \frac{z}{2}\right)^{2}\right)^{2}-\left( \frac{z}{2}\right)^{2} + y = 0,"x^{2} + p\,x + \left( \frac{p}{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0",\left( x + \left( \frac{p}{2}\right)^{2}\right)^{2}-\left( \frac{p}{2}\right)^{2} + q = 0,q < \frac{p^{2}}{4}
898,2,0,4,6,"-x^{2} + 6\,x-8 = 0","x^{2}-6\,x-8 = 0","-x^{2} + 6\,x-8 = 0","x^{2}-6\,x-8 = 0",\textrm{wahr}
899,2,-1,5,2,"y\,(5-y) = 6",y = \frac{6}{5-y},"x\,(5-a) = 6",x = \frac{6}{5-a},a\neq 0
900,2,0,1,1,"3\,y\,(y-1) = 4","3\,y = \frac{4}{y-1}","3\,x\,(a-1) = 4","3\,x = \frac{4}{a-1}",a\neq 0
901,2,0,5,2,\left( x = 11\right) \vee \left( x = -5\right),"\mathbb{X} = \left\{-5,11\right\}",\left( y = 11\right) \vee \left( y = -5\right),"\mathbb{L} = \left\{-5,11\right\}",\textrm{wahr}
902,2,0,5,2,\left( x-4 = 9\right) \vee \left( x-4 = -9\right),\left( x = 13\right) \vee \left( x = 5\right),\left( q-4 = 9\right) \vee \left( q-4 = -9\right),\left( q = 13\right) \vee \left( q = 5\right),\textrm{wahr}
903,2,-1,7,2,"\left( 4\,x = 23\right) \vee \left( 4\,x = -21\right)",\left( x = \frac{23}{4}\right) \vee \left( x = -\frac{-21}{4}\right),"\left( 4\,p = 23\right) \vee \left( 4\,p = -21\right)",\left( p = \frac{23}{4}\right) \vee \left( p = -\frac{-21}{4}\right),\textrm{wahr}
904,2,-1,7,0,"x^{2} + \frac{10}{3}\,x-\frac{25}{3} = 0",\left( x = -\frac{\frac{10}{3}}{2} + \sqrt{\left( \frac{\frac{10}{3}}{2}\right)^{2}-\frac{25}{3}}\right) \vee \left( x = -\frac{\frac{10}{3}}{2}-\sqrt{\left( \frac{\frac{10}{3}}{2}\right)^{2}-\frac{25}{3}}\right),"k^{2} + \frac{10}{3}\,k-\frac{25}{3} = 0",\left( k = -\frac{\frac{10}{3}}{2} + \sqrt{\left( \frac{\frac{10}{3}}{2}\right)^{2}-\frac{25}{3}}\right) \vee \left( k = -\frac{\frac{10}{3}}{2}-\sqrt{\left( \frac{\frac{10}{3}}{2}\right)^{2}-\frac{25}{3}}\right),\textrm{wahr}
905,2,-1,0,3,x\le -2,\left( x\ge -3\right) \wedge \left( x\le -2\right),x\le -2,\left( x\ge -3\right) \wedge \left( x\le -2\right),x\ge -3
906,2,37,0,3,"6\,x + 1\le 3","6\,x\le -2","6\,x + 1\le 3","6\,x\le -2",x\ge -\frac{1}{6}
